学号,性别,所属学院,高等数学,大学英语,Python程序设计,体育测试
STU20241924,女,商学院,62.3,75.2,76.1,74.6
STU20241925,女,机电学院,43.1,80.6,46.5,81.4
STU20241926,男,文法学院,70.8,92.2,84.5,68.1
STU20241927,女,计算机学院,61.2,71.0,67.6,64.0
STU20241928,男,计算机学院,58.3,77.5,65.2,80.2
STU20241929,女,商学院,81.5,54.4,88.2,62.4
STU20241930,女,理学院,51.2,70.5,63.8,56.0
STU20241931,女,理学院,50.3,97.5,59.7,70.5
STU20241932,女,理学院,76.1,95.9,73.2,77.2
STU20241933,男,文法学院,87.6,77.6,91.3,72.5
STU20241934,女,机电学院,63.3,63.0,64.9,60.7
STU20241935,女,商学院,68.8,97.6,70.8,77.0
STU20241936,女,文法学院,69.0,66.2,70.7,72.7
STU20241937,女,计算机学院,76.9,68.1,76.0,79.7
STU20241938,女,机电学院,87.6,63.2,94.1,77.0
STU20241939,男,文法学院,57.4,84.8,67.0,82.3
STU20241940,女,理学院,88.3,53.1,91.2,62.5
STU20241941,男,文法学院,67.8,74.2,82.7,79.4
STU20241942,男,机电学院,61.0,64.3,56.9,78.3
STU20241943,男,文法学院,88.5,74.3,99.2,78.3
STU20241944,女,文法学院,83.9,58.9,85.5,71.2
STU20241945,男,理学院,52.3,84.0,74.4,82.7
STU20241946,女,商学院,74.3,61.1,76.8,75.3
STU20241947,女,计算机学院,62.6,74.9,69.7,70.8
STU20241948,女,商学院,56.0,86.1,73.7,71.4
STU20241949,女,机电学院,42.8,76.4,57.5,81.0
STU20241950,女,机电学院,72.9,54.3,84.0,79.1
STU20241951,女,机电学院,64.3,59.9,76.5,75.8
STU20241952,男,机电学院,80.0,70.2,85.0,80.6
STU20241953,男,商学院,66.0,54.0,65.3,79.1
STU20241954,男,商学院,56.9,75.4,67.8,78.0
STU20241955,男,文法学院,60.3,56.1,72.2,85.5
STU20241956,女,计算机学院,69.0,97.5,76.6,75.6
STU20241957,男,机电学院,39.5,73.7,64.9,76.8
STU20241958,男,理学院,73.9,63.6,85.7,74.2
STU20241959,男,机电学院,61.1,73.0,65.5,81.2
STU20241960,男,机电学院,72.8,75.8,75.8,84.6
STU20241961,女,商学院,100.0,73.9,96.7,73.0
STU20241962,男,计算机学院,66.1,65.3,69.1,80.3
STU20241963,女,理学院,91.6,73.7,90.2,74.6
STU20241964,男,机电学院,79.4,90.2,89.3,72.0
STU20241965,女,理学院,58.9,75.6,67.9,65.8
STU20241966,男,理学院,64.9,62.4,63.8,75.2
STU20241967,女,文法学院,62.8,63.6,76.2,77.5
STU20241968,男,理学院,58.2,72.9,64.2,75.7
STU20241969,男,商学院,80.8,90.5,80.9,84.1
STU20241970,女,计算机学院,47.0,78.1,54.9,85.7
STU20241971,女,计算机学院,74.1,67.1,78.1,87.8
STU20241972,男,理学院,73.2,79.6,77.4,82.5
STU20241973,女,理学院,70.5,85.9,83.9,66.7
STU20241974,女,商学院,79.3,98.3,75.1,66.2
STU20241975,女,理学院,79.1,77.8,84.4,70.4
STU20241976,男,计算机学院,70.3,88.8,76.8,82.7
STU20241977,女,理学院,72.9,63.5,81.8,68.6
STU20241978,男,商学院,50.1,70.1,56.5,84.2
STU20241979,女,商学院,97.5,72.0,100.0,62.2
STU20241980,男,商学院,61.8,69.2,77.2,83.0
STU20241981,男,机电学院,42.8,95.5,55.9,80.3
STU20241982,男,理学院,71.8,77.8,70.7,75.5
STU20241983,女,文法学院,56.5,81.7,70.6,71.7
STU20241984,女,机电学院,84.3,80.2,94.7,69.3
STU20241985,女,计算机学院,82.5,89.2,72.6,70.7
STU20241986,男,机电学院,100.0,88.0,100.0,83.8
STU20241987,女,商学院,70.8,90.0,86.2,82.6
STU20241988,男,计算机学院,84.0,88.1,79.7,88.9
STU20241989,女,商学院,55.2,47.5,59.6,76.2
STU20241990,男,机电学院,73.1,80.8,82.0,77.0
STU20241991,女,计算机学院,83.3,81.3,94.3,75.7
STU20241992,男,机电学院,82.8,88.3,86.9,88.6
STU20241993,男,计算机学院,74.6,65.4,71.5,79.2
STU20241994,男,理学院,50.8,87.5,61.2,76.0
STU20241995,女,商学院,100.0,74.3,100.0,79.2
STU20241996,男,商学院,65.7,68.9,72.8,89.6
STU20241997,男,计算机学院,53.8,64.1,67.1,91.8
STU20241998,女,计算机学院,78.1,65.5,79.8,70.6
STU20241999,男,商学院,78.5,75.0,78.9,91.7
STU20242000,女,商学院,79.6,56.6,76.3,67.2
STU20242001,男,计算机学院,74.0,88.8,83.3,68.8
STU20242002,男,机电学院,83.5,62.5,89.2,76.9
STU20242003,女,机电学院,74.7,81.3,79.7,68.2
STU20242004,男,理学院,60.7,75.7,65.5,65.4
STU20242005,男,理学院,61.7,66.8,75.1,91.0
STU20242006,男,理学院,98.4,100.0,100.0,77.2
STU20242007,男,理学院,97.3,77.1,97.0,86.3
STU20242008,女,计算机学院,56.0,72.0,64.7,73.6
STU20242009,女,文法学院,43.3,75.3,53.9,65.0
STU20242010,女,理学院,74.5,100.0,79.7,85.8
STU20242011,女,商学院,74.1,58.0,74.1,66.2
STU20242012,男,商学院,58.1,76.9,67.5,73.1
STU20242013,男,计算机学院,76.1,72.5,81.6,82.8
STU20242014,女,理学院,70.9,78.7,84.6,58.7
STU20242015,男,机电学院,71.8,100.0,72.2,90.0
STU20242016,男,理学院,59.2,81.0,72.5,87.9
STU20242017,男,机电学院,70.9,61.0,75.7,75.9
STU20242018,女,文法学院,74.1,74.8,74.0,71.2
STU20242019,男,计算机学院,53.4,73.0,70.5,73.5
STU20242020,男,理学院,62.0,51.3,73.6,90.9
STU20242021,女,计算机学院,43.3,67.7,50.6,65.3
STU20242022,女,商学院,81.3,88.0,87.5,64.7
STU20242023,男,商学院,70.1,62.9,71.7,84.1
STU20242024,男,文法学院,80.0,70.3,93.7,82.2
STU20242025,女,计算机学院,76.9,82.6,81.8,76.9
STU20242026,女,理学院,75.4,78.8,83.8,74.8
STU20242027,男,计算机学院,77.0,75.7,72.4,71.6
STU20242028,男,文法学院,75.6,64.4,77.9,97.6
STU20242029,男,机电学院,71.0,87.0,72.0,76.2
STU20242030,女,理学院,73.9,71.3,78.2,63.9
STU20242031,女,理学院,53.2,72.0,64.9,69.6
STU20242032,男,商学院,66.4,94.2,72.1,60.4
STU20242033,男,理学院,85.1,93.3,87.3,87.0
STU20242034,男,计算机学院,70.5,85.4,81.9,81.4
STU20242035,女,机电学院,70.8,75.0,82.2,62.9
STU20242036,男,机电学院,58.7,46.3,66.0,70.8
STU20242037,女,理学院,77.3,100.0,91.7,69.6
STU20242038,男,文法学院,57.3,75.3,73.7,79.0
STU20242039,女,计算机学院,54.7,87.2,69.5,76.1
STU20242040,女,计算机学院,59.5,76.1,64.8,71.8
STU20242041,男,文法学院,52.8,62.2,63.8,87.0
STU20242042,女,理学院,68.1,37.5,72.9,76.1
STU20242043,女,机电学院,73.8,72.0,88.0,72.2
STU20242044,女,商学院,60.1,81.9,68.2,81.5
STU20242045,男,商学院,83.0,70.8,81.7,76.3
STU20242046,男,商学院,78.3,61.6,71.0,82.5
STU20242047,男,理学院,42.5,72.3,57.8,86.9
STU20242048,女,商学院,56.1,80.4,71.7,72.6
STU20242049,女,机电学院,59.6,76.0,61.4,57.9
STU20242050,男,计算机学院,64.1,45.9,68.0,74.2
STU20242051,女,商学院,65.7,78.4,74.6,70.9
STU20242052,女,理学院,62.2,87.0,59.8,54.1
STU20242053,男,商学院,83.6,74.6,87.0,68.3
STU20242054,男,机电学院,77.4,78.6,82.1,80.9
STU20242055,男,商学院,90.1,72.5,93.7,64.9
STU20242056,男,理学院,95.8,69.2,99.0,77.5
STU20242057,男,理学院,62.6,74.9,73.3,85.4
STU20242058,女,理学院,86.8,87.7,87.0,83.9
STU20242059,女,理学院,91.0,77.9,99.0,72.9
STU20242060,男,理学院,36.2,75.7,52.8,78.2
STU20242061,女,商学院,78.5,67.8,88.4,84.4
STU20242062,男,机电学院,48.4,77.5,55.3,85.1
STU20242063,男,商学院,60.9,73.6,67.9,98.2
STU20242064,女,理学院,75.5,70.2,76.4,78.0
STU20242065,女,理学院,52.7,66.9,61.9,78.3
STU20242066,男,理学院,79.5,92.0,83.7,69.6
STU20242067,男,商学院,53.8,93.9,61.2,72.9
STU20242068,男,文法学院,62.0,69.1,70.2,76.9
STU20242069,男,理学院,77.5,64.0,79.8,76.5
STU20242070,男,文法学院,86.5,87.0,92.6,78.5
STU20242071,男,机电学院,74.4,78.8,83.6,77.6
STU20242072,女,机电学院,88.7,100.0,88.2,62.4
STU20242073,男,计算机学院,56.5,61.6,64.4,74.9
STU20242074,男,机电学院,42.6,85.6,55.1,81.9
STU20242075,男,理学院,43.3,70.4,54.4,83.7
STU20242076,女,机电学院,75.0,81.3,79.7,79.4
STU20242077,男,商学院,79.7,67.6,87.1,82.6
STU20242078,女,机电学院,65.7,81.1,68.0,65.2
STU20242079,男,文法学院,100.0,52.0,100.0,81.5
STU20242080,女,商学院,60.3,93.3,75.0,84.3
STU20242081,女,理学院,43.2,69.3,55.1,70.5
STU20242082,女,商学院,100.0,76.2,98.1,69.3
STU20242083,男,商学院,67.7,60.4,74.8,85.0
STU20242084,男,理学院,72.9,100.0,84.6,75.6
STU20242085,男,机电学院,44.5,67.3,53.4,87.5
STU20242086,女,机电学院,77.5,57.3,86.5,81.8
STU20242087,女,商学院,55.6,78.4,69.0,57.5
STU20242088,男,文法学院,75.2,75.8,86.4,73.5
STU20242089,男,机电学院,77.5,59.9,77.3,75.8
STU20242090,女,计算机学院,49.6,93.8,63.5,74.6
STU20242091,男,理学院,67.9,100.0,76.5,86.2
STU20242092,女,机电学院,68.5,95.1,72.0,81.4
STU20242093,男,理学院,76.5,80.0,79.8,83.3
STU20242094,女,文法学院,58.2,87.3,66.5,73.0
STU20242095,女,计算机学院,43.4,98.3,64.8,79.0
STU20242096,女,文法学院,80.1,87.8,89.2,74.8
STU20242097,男,文法学院,77.3,92.3,81.3,78.7
STU20242098,男,计算机学院,62.6,93.4,68.8,88.7
STU20242099,女,理学院,78.4,49.8,83.9,76.0
STU20242100,女,机电学院,79.5,92.0,83.8,67.5
STU20242101,男,理学院,69.8,64.2,88.2,100.0
STU20242102,男,文法学院,67.2,100.0,71.7,77.1
STU20242103,男,计算机学院,81.7,71.5,83.6,90.9
STU20242104,男,文法学院,56.8,67.4,56.7,76.3
STU20242105,女,文法学院,54.1,74.0,65.6,66.2
STU20242106,男,计算机学院,67.7,82.6,72.0,87.7
STU20242107,男,计算机学院,53.9,77.0,60.1,77.5
STU20242108,男,计算机学院,39.4,59.2,52.5,94.1
STU20242109,男,机电学院,54.9,83.5,62.4,66.6
STU20242110,男,理学院,61.2,78.4,68.4,82.3
STU20242111,男,商学院,50.8,65.3,58.5,75.8
STU20242112,女,计算机学院,67.9,60.7,75.0,69.4
STU20242113,女,商学院,79.1,65.4,85.5,70.7
STU20242114,男,机电学院,86.1,99.5,87.3,59.1
STU20242115,女,计算机学院,45.9,99.8,57.8,82.6
STU20242116,男,计算机学院,99.0,90.4,98.5,82.9
STU20242117,男,计算机学院,80.0,67.1,78.9,77.8
STU20242118,男,计算机学院,82.9,90.2,74.5,90.8
STU20242119,女,文法学院,87.7,75.0,87.5,68.7
STU20242120,男,理学院,55.0,82.8,74.1,97.3
STU20242121,男,文法学院,70.6,69.1,73.0,79.6
STU20242122,女,计算机学院,84.9,66.8,81.2,63.9
STU20242123,女,计算机学院,48.5,69.8,63.3,76.0
STU20242124,女,计算机学院,48.3,81.4,56.9,67.9
STU20242125,女,文法学院,65.1,89.2,77.2,71.2
STU20242126,女,文法学院,66.1,72.3,72.1,69.9
STU20242127,女,机电学院,75.4,78.2,69.3,81.6
STU20242128,男,理学院,69.1,78.8,81.8,72.4
STU20242129,男,理学院,62.6,71.6,72.6,78.2
STU20242130,男,机电学院,59.7,66.9,66.2,82.7
STU20242131,男,文法学院,86.3,72.8,84.2,95.8
STU20242132,男,机电学院,72.0,97.6,76.8,76.5
STU20242133,男,文法学院,78.5,76.2,86.9,70.5
STU20242134,女,商学院,74.0,60.7,72.2,75.1
STU20242135,女,机电学院,56.5,76.7,57.3,63.1
STU20242136,女,理学院,82.3,77.4,83.2,73.1
STU20242137,女,计算机学院,57.5,81.5,73.0,78.7
STU20242138,男,文法学院,42.6,61.7,42.2,73.7
STU20242139,女,计算机学院,57.8,68.9,57.1,70.7
STU20242140,女,文法学院,66.9,82.0,69.5,79.2
STU20242141,男,理学院,71.8,65.5,76.4,81.0
STU20242142,男,商学院,91.5,97.3,91.8,97.0
STU20242143,女,商学院,85.0,53.5,89.2,83.7
STU20242144,女,机电学院,87.4,65.7,87.6,63.4
STU20242145,女,商学院,63.3,73.2,75.1,84.2
STU20242146,男,机电学院,77.2,49.8,86.7,84.6
STU20242147,男,机电学院,67.4,68.1,73.3,87.5
STU20242148,女,机电学院,46.9,84.2,51.4,76.9
STU20242149,男,文法学院,52.6,75.0,66.6,76.7
STU20242150,女,计算机学院,98.4,83.6,92.2,94.3
STU20242151,男,计算机学院,77.7,61.1,84.2,74.8
STU20242152,女,计算机学院,79.5,65.4,73.3,70.1
STU20242153,男,计算机学院,64.3,98.8,67.0,67.6
STU20242154,男,文法学院,83.0,95.8,85.2,75.6
STU20242155,女,理学院,47.5,62.0,63.8,74.6
STU20242156,男,文法学院,71.4,82.9,78.3,71.3
STU20242157,男,机电学院,33.4,75.1,51.2,84.1
STU20242158,男,商学院,58.2,68.2,63.3,74.4
STU20242159,男,文法学院,66.7,73.8,69.7,87.7
STU20242160,女,文法学院,60.5,73.5,65.4,64.0
STU20242161,男,计算机学院,40.8,84.8,59.7,67.7
STU20242162,男,计算机学院,69.3,84.0,75.3,71.5
STU20242163,男,文法学院,37.5,47.3,45.7,93.8
STU20242164,女,文法学院,79.4,96.2,84.2,84.7
STU20242165,男,机电学院,76.3,48.5,95.0,83.2
STU20242166,女,理学院,65.1,52.0,78.4,76.9
STU20242167,男,商学院,77.4,69.6,83.0,79.5
STU20242168,女,机电学院,79.2,80.8,79.1,75.4
STU20242169,女,机电学院,50.0,72.7,63.3,72.2
STU20242170,女,机电学院,49.1,53.5,54.8,64.7
STU20242171,女,理学院,76.5,88.3,75.9,67.1
STU20242172,男,商学院,83.7,79.0,87.2,83.9
STU20242173,男,机电学院,52.2,69.8,62.3,74.2
STU20242174,男,文法学院,51.7,78.3,61.4,81.1
STU20242175,男,理学院,66.6,81.3,70.7,75.7
STU20242176,女,机电学院,76.7,66.4,81.7,73.1
STU20242177,女,商学院,60.4,74.0,67.9,78.3
STU20242178,男,理学院,69.7,83.0,72.2,75.1
STU20242179,女,商学院,69.6,73.0,70.7,80.1
STU20242180,男,理学院,72.5,72.5,80.6,81.9
STU20242181,女,文法学院,58.6,85.5,63.2,77.3
STU20242182,男,机电学院,54.8,74.6,66.0,83.0
STU20242183,男,计算机学院,56.5,53.7,59.0,79.2
STU20242184,女,计算机学院,68.4,50.3,72.5,67.0
STU20242185,男,文法学院,49.2,81.4,59.5,83.3
STU20242186,女,文法学院,82.7,58.6,82.8,75.6
STU20242187,男,文法学院,35.2,80.3,42.5,89.9
STU20242188,男,计算机学院,100.0,73.5,90.9,82.8
STU20242189,女,文法学院,97.3,48.1,90.7,77.0
STU20242190,男,机电学院,78.2,84.6,83.2,88.3
STU20242191,男,理学院,52.6,75.9,59.1,89.1
STU20242192,男,理学院,65.2,85.7,72.5,86.6
STU20242193,女,理学院,90.0,71.0,99.0,70.4
STU20242194,男,商学院,73.4,69.8,82.7,77.8
STU20242195,女,计算机学院,48.2,64.6,54.9,73.7
STU20242196,女,文法学院,29.9,72.4,43.6,89.3
STU20242197,女,文法学院,59.2,47.1,63.6,63.7
STU20242198,男,机电学院,67.3,84.5,66.3,85.9
STU20242199,女,文法学院,42.7,82.1,54.7,81.4
STU20242200,男,机电学院,69.5,71.6,82.2,96.1
STU20242201,男,文法学院,82.5,72.9,86.3,76.6
STU20242202,女,机电学院,80.5,55.5,82.2,68.9
STU20242203,男,计算机学院,51.5,98.9,62.9,76.3
STU20242204,女,商学院,90.5,68.8,92.3,73.7
STU20242205,男,文法学院,80.1,63.3,91.4,86.1
STU20242206,男,机电学院,98.0,57.1,99.0,78.7
STU20242207,男,机电学院,53.4,74.6,66.4,88.1
STU20242208,女,理学院,90.3,63.0,94.9,70.7
STU20242209,男,商学院,80.6,82.8,88.0,94.2
STU20242210,男,机电学院,28.1,70.8,41.3,71.1
STU20242211,男,理学院,63.7,90.4,69.7,80.2
STU20242212,男,计算机学院,60.5,98.9,71.4,83.5
STU20242213,男,商学院,70.0,76.3,74.7,87.2
STU20242214,女,机电学院,86.1,61.6,87.9,76.8
STU20242215,男,理学院,64.7,64.8,69.4,83.0
STU20242216,女,计算机学院,46.8,76.3,59.0,72.9
STU20242217,男,商学院,69.1,74.3,71.9,90.3
STU20242218,女,机电学院,45.8,75.6,60.8,73.3
STU20242219,男,计算机学院,62.9,71.9,69.0,71.3
STU20242220,女,商学院,69.4,79.3,74.3,71.8
STU20242221,女,计算机学院,27.5,88.6,41.8,63.8
STU20242222,女,理学院,64.4,83.7,68.8,72.0
STU20242223,男,理学院,59.5,66.1,69.5,61.2
STU20242224,女,商学院,68.7,74.6,82.1,83.3
STU20242225,女,文法学院,66.9,85.7,65.5,73.9
STU20242226,男,机电学院,90.0,75.5,93.3,90.1
STU20242227,男,理学院,73.7,78.7,77.1,75.0
STU20242228,女,计算机学院,44.8,71.7,54.8,64.5
STU20242229,女,文法学院,80.1,61.2,90.2,78.7
STU20242230,女,理学院,92.8,67.0,91.1,87.6
STU20242231,女,商学院,91.6,82.3,100.0,72.6
STU20242232,女,文法学院,74.6,84.4,83.5,65.9
STU20242233,女,商学院,40.6,64.3,49.9,62.9
STU20242234,女,商学院,41.6,65.3,49.8,79.1
STU20242235,女,文法学院,65.7,82.8,70.6,66.4
STU20242236,男,机电学院,53.4,83.5,58.1,82.8
STU20242237,男,机电学院,55.5,66.4,66.0,78.7
STU20242238,女,计算机学院,63.5,75.5,63.0,69.9
STU20242239,女,文法学院,50.8,89.4,57.4,69.5
STU20242240,女,理学院,59.7,72.3,58.8,71.6
STU20242241,女,计算机学院,49.0,90.4,61.9,64.6
STU20242242,女,计算机学院,90.6,73.8,100.0,70.3
STU20242243,男,理学院,97.4,60.8,92.1,90.6
STU20242244,男,计算机学院,69.1,82.3,75.9,82.7
STU20242245,男,文法学院,76.5,62.7,85.1,87.6
STU20242246,女,商学院,42.6,81.6,58.6,99.7
STU20242247,男,计算机学院,46.4,77.5,61.9,86.4
STU20242248,女,理学院,96.1,60.5,91.4,84.2
STU20242249,女,计算机学院,71.8,84.2,84.6,78.7
STU20242250,女,文法学院,79.0,83.7,82.3,69.0
STU20242251,男,理学院,59.5,63.5,73.3,86.6
STU20242252,男,文法学院,88.3,59.0,94.2,77.7
STU20242253,男,机电学院,43.1,74.5,56.0,92.5
STU20242254,女,文法学院,47.6,65.9,53.6,65.8
STU20242255,女,机电学院,55.6,56.5,72.9,76.2
STU20242256,男,计算机学院,57.9,65.0,59.5,93.5
STU20242257,女,机电学院,43.9,59.9,45.5,87.4
STU20242258,男,商学院,61.7,63.4,68.2,82.1
STU20242259,男,理学院,70.2,59.8,79.0,77.3
STU20242260,男,机电学院,51.0,62.6,79.2,98.0
STU20242261,女,计算机学院,57.1,94.5,77.5,72.9
STU20242262,女,文法学院,58.4,81.8,71.8,56.0
STU20242263,男,商学院,47.6,71.0,63.4,76.2
STU20242264,女,文法学院,70.3,77.8,81.1,64.6
STU20242265,女,机电学院,63.5,81.9,68.5,79.2
STU20242266,女,理学院,69.9,61.0,75.7,69.5
STU20242267,女,文法学院,67.4,84.7,73.0,62.6
STU20242268,男,商学院,76.9,85.6,90.4,62.3
STU20242269,男,计算机学院,85.9,72.9,85.1,100.0
STU20242270,男,文法学院,99.4,72.2,100.0,85.9
STU20242271,女,计算机学院,79.4,81.8,88.5,83.5
STU20242272,女,计算机学院,92.4,60.7,99.1,85.4
STU20242273,女,计算机学院,80.1,63.9,89.0,77.3
STU20242274,男,文法学院,64.9,81.2,70.0,92.5
STU20242275,男,文法学院,68.8,91.5,77.0,74.6
STU20242276,女,文法学院,73.6,100.0,76.8,71.6
STU20242277,女,理学院,71.0,86.6,80.6,75.2
STU20242278,男,计算机学院,57.7,74.3,67.8,91.2
STU20242279,男,商学院,99.6,74.9,96.2,87.5
STU20242280,男,理学院,44.3,53.6,66.6,89.5
STU20242281,女,文法学院,70.0,86.9,73.2,79.8
STU20242282,女,理学院,67.2,82.6,67.9,74.6
STU20242283,男,文法学院,64.2,67.1,76.8,81.8
STU20242284,男,计算机学院,74.0,69.4,77.0,92.7
STU20242285,女,文法学院,24.5,72.4,37.5,70.5
STU20242286,女,计算机学院,74.1,64.6,72.2,64.3
STU20242287,男,文法学院,41.3,96.6,52.0,81.2
STU20242288,女,商学院,66.2,81.3,76.0,72.2
STU20242289,男,文法学院,82.9,82.7,91.1,87.0
STU20242290,女,理学院,60.2,67.8,64.5,67.5
STU20242291,女,理学院,67.3,65.2,68.7,72.7
STU20242292,女,机电学院,65.9,55.0,71.6,78.2
STU20242293,男,理学院,68.4,77.0,73.7,73.6
STU20242294,男,理学院,58.8,88.5,77.6,90.8
STU20242295,女,机电学院,95.8,78.9,89.8,78.8
STU20242296,男,文法学院,77.7,71.8,74.5,83.3
STU20242297,女,文法学院,62.2,100.0,76.5,57.7
STU20242298,男,文法学院,59.9,39.7,64.7,81.3
STU20242299,男,商学院,76.3,73.1,83.2,80.7
STU20242300,女,理学院,63.2,100.0,74.9,61.6
STU20242301,女,计算机学院,72.5,56.4,76.5,71.3
STU20242302,女,文法学院,65.0,75.8,77.7,80.8
STU20242303,男,文法学院,60.1,56.5,69.6,60.5
STU20242304,女,理学院,77.5,67.8,79.4,75.4
STU20242305,女,理学院,75.6,72.9,68.7,67.0
STU20242306,女,文法学院,100.0,64.8,100.0,62.0
STU20242307,男,机电学院,64.1,77.1,64.6,82.4
STU20242308,男,理学院,51.5,68.4,68.0,64.5
STU20242309,男,计算机学院,40.1,86.3,49.9,74.1
STU20242310,女,计算机学院,61.3,87.4,74.2,81.5
STU20242311,男,文法学院,90.8,93.1,89.6,77.0
STU20242312,女,计算机学院,88.9,59.8,89.5,61.2
STU20242313,女,商学院,62.6,70.1,74.6,72.1
STU20242314,男,计算机学院,72.5,62.5,72.4,74.7
STU20242315,男,计算机学院,61.2,74.4,62.4,76.8
STU20242316,女,理学院,73.5,61.7,75.6,80.1
STU20242317,女,计算机学院,50.9,53.2,62.1,73.7
STU20242318,男,理学院,77.4,86.8,89.6,79.4
STU20242319,女,商学院,99.2,54.3,100.0,76.8
STU20242320,女,文法学院,73.8,87.4,75.0,58.4
STU20242321,男,计算机学院,92.6,65.3,96.9,71.9
STU20242322,男,计算机学院,82.7,76.6,84.7,73.1
STU20242323,男,文法学院,47.2,82.4,54.3,91.8
STU20242324,男,机电学院,77.6,69.9,85.5,92.2
STU20242325,男,理学院,83.3,77.3,86.7,79.4
STU20242326,女,计算机学院,47.6,65.7,56.8,74.6
STU20242327,男,文法学院,92.8,81.7,96.9,86.3
STU20242328,女,机电学院,62.8,75.3,61.8,68.4
STU20242329,女,理学院,56.3,68.1,70.8,70.7
STU20242330,男,机电学院,88.1,64.4,98.2,77.8
STU20242331,女,计算机学院,61.6,63.6,76.5,53.2
STU20242332,男,计算机学院,62.2,63.9,76.3,88.5
STU20242333,男,商学院,49.4,58.9,60.8,73.3
STU20242334,男,理学院,86.6,62.5,98.4,83.2
STU20242335,女,机电学院,75.8,73.5,81.1,79.2
STU20242336,女,商学院,55.0,59.1,65.9,59.1
STU20242337,女,商学院,58.6,75.2,65.7,74.0
STU20242338,男,文法学院,75.6,70.9,91.4,88.4
STU20242339,男,商学院,48.6,62.3,66.2,89.2
STU20242340,女,计算机学院,83.0,91.6,87.0,71.0
STU20242341,女,机电学院,73.2,80.3,74.3,61.2
STU20242342,女,文法学院,56.0,88.0,59.0,64.2
STU20242343,男,机电学院,67.3,57.0,71.0,74.0
STU20242344,男,理学院,78.7,77.3,86.4,70.9
STU20242345,女,机电学院,52.6,60.0,57.9,65.5
STU20242346,男,计算机学院,58.6,77.1,64.0,70.0
STU20242347,男,机电学院,81.5,69.3,90.8,79.9
STU20242348,女,理学院,94.8,72.5,96.5,71.6
STU20242349,女,理学院,74.2,82.0,83.0,77.5
STU20242350,男,理学院,72.7,73.7,84.5,73.4
STU20242351,女,机电学院,58.7,77.2,62.2,64.7
STU20242352,男,理学院,56.2,76.4,71.9,81.1
STU20242353,男,理学院,56.1,81.3,61.6,72.3
STU20242354,男,机电学院,60.7,63.5,60.4,89.3
STU20242355,男,计算机学院,81.9,100.0,91.9,89.0
STU20242356,男,理学院,77.7,77.5,74.0,85.7
STU20242357,女,理学院,71.3,61.5,80.4,74.9
STU20242358,男,计算机学院,75.4,89.1,83.3,94.3
STU20242359,男,理学院,66.8,51.3,81.4,78.9
STU20242360,女,机电学院,74.1,69.8,78.8,77.0
STU20242361,男,计算机学院,78.0,57.7,84.0,79.4
STU20242362,女,文法学院,58.6,70.3,74.5,85.9
STU20242363,男,文法学院,71.9,74.6,73.9,79.9
STU20242364,男,文法学院,71.6,87.1,74.6,86.3
STU20242365,男,计算机学院,87.6,74.3,94.5,69.4
STU20242366,女,理学院,54.0,71.3,55.3,67.6
STU20242367,男,文法学院,76.6,78.3,79.0,76.1
